source,NR,WR,SR,ER,NER,All India,date
Lignite,25.0,13.0,40.0,0.0,0.0,78,2020-06-21
Nuclear,30.0,36.0,47.0,0.0,0.0,113,2020-06-21
Hydro,358.0,55.0,71.0,132.0,22.0,637,2020-06-21
"Gas, Naptha & Diesel",43.0,76.0,16.0,0.0,29.0,163,2020-06-21
Nuclear,30.0,36.0,47.0,0.0,0.0,113,2020-06-22
"RES (Wind, Solar, Biomass & Others)",81.0,110.0,269.0,5.0,0.0,464,2020-06-22
Total,1056.0,1262.0,780.0,565.0,60.0,3723,2020-06-22
"Gas, Naptha & Diesel",35.0,77.0,16.0,0.0,28.0,158,2020-06-22
Hydro,367.0,69.0,80.0,143.0,22.0,680,2020-06-22
Coal,515.0,955.0,324.0,417.0,10.0,2222,2020-06-22
Lignite,28.0,15.0,44.0,0.0,0.0,87,2020-06-22
Nuclear,30.0,36.0,47.0,0.0,0.0,113,2020-06-24
"RES (Wind, Solar, Biomass & Others)",76.0,70.0,195.0,5.0,0.0,346,2020-06-24
Coal,536.0,1037.0,379.0,470.0,10.0,2431,2020-06-24
"Gas, Naptha & Diesel",35.0,78.0,16.0,0.0,28.0,157,2020-06-24
Total,1073.0,1320.0,772.0,617.0,64.0,3846,2020-06-24
Hydro,371.0,84.0,88.0,142.0,27.0,712,2020-06-24
Lignite,25.0,15.0,48.0,0.0,0.0,87,2020-06-24
Coal,505.0,1058.0,389.0,463.0,7.0,2422,2020-06-25
Total,1056.0,1333.0,771.0,605.0,62.0,3826,2020-06-25
"RES (Wind, Solar, Biomass & Others)",91.0,74.0,189.0,6.0,0.0,359,2020-06-25
"Gas, Naptha & Diesel",35.0,76.0,16.0,0.0,27.0,154,2020-06-25
Nuclear,30.0,34.0,47.0,0.0,0.0,111,2020-06-25
Hydro,373.0,76.0,85.0,137.0,27.0,698,2020-06-25
Lignite,24.0,15.0,44.0,0.0,0.0,83,2020-06-25
Nuclear,30.0,35.0,47.0,0.0,0.0,112,2020-06-26
Total,1064.0,1331.0,731.0,591.0,59.0,3776,2020-06-26
Hydro,363.0,66.0,73.0,138.0,26.0,666,2020-06-26
"Gas, Naptha & Diesel",36.0,80.0,16.0,0.0,26.0,157,2020-06-26
Coal,504.0,1051.0,367.0,448.0,7.0,2377,2020-06-26
Lignite,23.0,15.0,43.0,0.0,0.0,81,2020-06-26
"RES (Wind, Solar, Biomass & Others)",109.0,85.0,185.0,5.0,0.0,383,2020-06-26
Total,1089.0,1320.0,747.0,590.0,58.0,3805,2020-06-27
"RES (Wind, Solar, Biomass & Others)",110.0,101.0,209.0,5.0,0.0,426,2020-06-27
"Gas, Naptha & Diesel",35.0,76.0,16.0,0.0,26.0,153,2020-06-27
Coal,532.0,1027.0,360.0,449.0,5.0,2373,2020-06-27
Lignite,26.0,15.0,39.0,0.0,0.0,80,2020-06-27
Hydro,356.0,65.0,76.0,136.0,27.0,661,2020-06-27
Nuclear,30.0,36.0,47.0,0.0,0.0,112,2020-06-27
Lignite,26.0,15.0,35.0,0.0,0.0,77,2020-06-28
Coal,531.0,999.0,342.0,426.0,3.0,2301,2020-06-28
Nuclear,29.0,36.0,47.0,0.0,0.0,112,2020-06-28
"Gas, Naptha & Diesel",31.0,75.0,19.0,0.0,18.0,143,2020-06-28
"RES (Wind, Solar, Biomass & Others)",119.0,108.0,199.0,5.0,0.0,430,2020-06-28
Total,1095.0,1293.0,715.0,569.0,50.0,3722,2020-06-28
Hydro,358.0,61.0,72.0,138.0,29.0,659,2020-06-28
Total,1068.0,1314.0,746.0,607.0,50.0,3785,2020-06-29
Nuclear,30.0,36.0,47.0,0.0,0.0,112,2020-06-29
"Gas, Naptha & Diesel",36.0,85.0,17.0,0.0,14.0,151,2020-06-29
Hydro,354.0,59.0,82.0,143.0,31.0,669,2020-06-29
Lignite,27.0,15.0,38.0,0.0,0.0,80,2020-06-29
Coal,514.0,1038.0,387.0,458.0,5.0,2403,2020-06-29
"RES (Wind, Solar, Biomass & Others)",107.0,82.0,176.0,5.0,0.0,370,2020-06-29
Coal,616.0,1074.0,355.0,461.0,10.0,2516,2020-07-03
"RES (Wind, Solar, Biomass & Others)",99.0,107.0,308.0,5.0,0.0,519,2020-07-03
"Gas, Naptha & Diesel",29.0,86.0,20.0,0.0,20.0,156,2020-07-03
Nuclear,26.0,31.0,47.0,0.0,0.0,105,2020-07-03
Hydro,364.0,46.0,56.0,151.0,31.0,647,2020-07-03
Lignite,26.0,11.0,14.0,0.0,0.0,52,2020-07-03
Total,1160.0,1357.0,800.0,617.0,61.0,3994,2020-07-03
"RES (Wind, Solar, Biomass & Others)",101.0,96.0,288.0,5.0,0.0,489,2020-07-04
"Gas, Naptha & Diesel",27.0,86.0,19.0,0.0,22.0,155,2020-07-04
Nuclear,24.0,32.0,47.0,0.0,0.0,102,2020-07-04
Hydro,360.0,45.0,59.0,142.0,27.0,633,2020-07-04
Lignite,27.0,11.0,13.0,0.0,0.0,52,2020-07-04
Coal,574.0,1045.0,331.0,445.0,9.0,2405,2020-07-04
Total,1113.0,1315.0,758.0,592.0,59.0,3836,2020-07-04
Coal,456.0,910.0,283.0,391.0,10.0,2050,2020-07-05
"RES (Wind, Solar, Biomass & Others)",65.0,100.0,252.0,5.0,0.0,422,2020-07-05
Lignite,26.0,9.0,12.0,0.0,0.0,47,2020-07-05
Hydro,351.0,30.0,51.0,137.0,28.0,597,2020-07-05
Nuclear,26.0,32.0,47.0,0.0,0.0,105,2020-07-05
"Gas, Naptha & Diesel",24.0,74.0,16.0,0.0,26.0,141,2020-07-05
Total,948.0,1155.0,661.0,533.0,64.0,3361,2020-07-05
"Gas, Naptha & Diesel",25.0,71.0,20.0,0.0,27.0,142,2020-07-07
Coal,499.0,961.0,323.0,436.0,10.0,2229,2020-07-07
Total,997.0,1244.0,761.0,586.0,64.0,3651,2020-07-07
"RES (Wind, Solar, Biomass & Others)",61.0,136.0,291.0,5.0,0.0,492,2020-07-07
Nuclear,27.0,32.0,47.0,0.0,0.0,105,2020-07-07
Hydro,360.0,32.0,66.0,145.0,27.0,631,2020-07-07
Lignite,26.0,13.0,14.0,0.0,0.0,53,2020-07-07
Lignite,27.0,11.0,19.0,0.0,0.0,56,2020-07-08
"Gas, Naptha & Diesel",22.0,71.0,19.0,0.0,24.0,136,2020-07-08
"RES (Wind, Solar, Biomass & Others)",65.0,138.0,223.0,5.0,0.0,431,2020-07-08
Hydro,368.0,34.0,86.0,149.0,27.0,664,2020-07-08
Nuclear,26.0,32.0,43.0,0.0,0.0,101,2020-07-08
Total,1009.0,1269.0,748.0,602.0,60.0,3687,2020-07-08
Coal,501.0,984.0,357.0,448.0,9.0,2299,2020-07-08
Total,1093.0,1289.0,707.0,607.0,65.0,3760,2020-07-10
Nuclear,26.0,32.0,46.0,0.0,0.0,104,2020-07-10
Coal,545.0,993.0,380.0,473.0,8.0,2399,2020-07-10
"Gas, Naptha & Diesel",30.0,74.0,21.0,0.0,25.0,150,2020-07-10
"RES (Wind, Solar, Biomass & Others)",98.0,152.0,174.0,5.0,0.0,429,2020-07-10
Lignite,29.0,9.0,18.0,0.0,0.0,56,2020-07-10
Hydro,365.0,28.0,69.0,129.0,31.0,622,2020-07-10
Hydro,363.0,26.0,67.0,116.0,31.0,603,2020-07-11
Nuclear,26.0,35.0,47.0,0.0,0.0,108,2020-07-11
Lignite,29.0,10.0,13.0,0.0,0.0,51,2020-07-11
Coal,501.0,990.0,345.0,432.0,6.0,2274,2020-07-11
"RES (Wind, Solar, Biomass & Others)",111.0,143.0,199.0,5.0,0.0,457,2020-07-11
Total,1067.0,1275.0,692.0,552.0,62.0,3648,2020-07-11
"Gas, Naptha & Diesel",37.0,72.0,21.0,0.0,25.0,154,2020-07-11
"RES (Wind, Solar, Biomass & Others)",106.0,154.0,226.0,5.0,0.0,491,2020-07-12
"Gas, Naptha & Diesel",38.0,69.0,18.0,0.0,25.0,150,2020-07-12
Total,984.0,1181.0,649.0,533.0,62.0,3409,2020-07-12
Hydro,351.0,21.0,56.0,134.0,31.0,593,2020-07-12
Lignite,28.0,11.0,13.0,0.0,0.0,52,2020-07-12
Coal,435.0,890.0,289.0,393.0,6.0,2014,2020-07-12
Nuclear,27.0,35.0,47.0,0.0,0.0,109,2020-07-12
Hydro,358.0,33.0,75.0,148.0,32.0,646,2020-07-13
Nuclear,26.0,32.0,47.0,0.0,0.0,106,2020-07-13
"Gas, Naptha & Diesel",36.0,87.0,18.0,0.0,26.0,167,2020-07-13
"RES (Wind, Solar, Biomass & Others)",77.0,88.0,212.0,5.0,0.0,382,2020-07-13
Coal,486.0,1006.0,351.0,467.0,7.0,2318,2020-07-13
Total,1012.0,1258.0,722.0,619.0,65.0,3676,2020-07-13
Lignite,27.0,12.0,18.0,0.0,0.0,57,2020-07-13
Coal,535.0,1069.0,383.0,503.0,7.0,2497,2020-07-14
Total,1061.0,1315.0,745.0,658.0,63.0,3841,2020-07-14
"RES (Wind, Solar, Biomass & Others)",71.0,66.0,194.0,5.0,0.0,337,2020-07-14
"Gas, Naptha & Diesel",45.0,89.0,19.0,0.0,25.0,177,2020-07-14
Nuclear,26.0,32.0,47.0,0.0,0.0,105,2020-07-14
Hydro,358.0,46.0,84.0,150.0,31.0,668,2020-07-14
Lignite,26.0,13.0,18.0,0.0,0.0,58,2020-07-14
"RES (Wind, Solar, Biomass & Others)",71.0,73.0,210.0,5.0,0.0,359,2020-07-15
"Gas, Naptha & Diesel",40.0,82.0,19.0,0.0,22.0,163,2020-07-15
Hydro,355.0,33.0,77.0,149.0,29.0,643,2020-07-15
Lignite,25.0,13.0,14.0,0.0,0.0,52,2020-07-15
Total,1063.0,1314.0,737.0,636.0,58.0,3809,2020-07-15
Coal,546.0,1080.0,370.0,482.0,7.0,2486,2020-07-15
Nuclear,26.0,33.0,47.0,0.0,0.0,106,2020-07-15
"RES (Wind, Solar, Biomass & Others)",71.0,73.0,241.0,5.0,0.0,389,2020-07-16
Lignite,23.0,13.0,13.0,0.0,0.0,49,2020-07-16
Hydro,346.0,29.0,70.0,152.0,29.0,626,2020-07-16
Nuclear,26.0,33.0,47.0,0.0,0.0,106,2020-07-16
"Gas, Naptha & Diesel",35.0,57.0,19.0,0.0,24.0,135,2020-07-16
Coal,575.0,1098.0,345.0,460.0,7.0,2486,2020-07-16
Total,1077.0,1303.0,735.0,616.0,61.0,3792,2020-07-16
"Gas, Naptha & Diesel",39.0,59.0,19.0,0.0,24.0,141,2020-07-18
"RES (Wind, Solar, Biomass & Others)",61.0,92.0,178.0,4.0,0.0,335,2020-07-18
Total,1073.0,1374.0,727.0,662.0,63.0,3899,2020-07-18
Hydro,354.0,33.0,88.0,152.0,30.0,657,2020-07-18
Lignite,21.0,15.0,18.0,0.0,0.0,54,2020-07-18
Coal,572.0,1142.0,377.0,505.0,8.0,2604,2020-07-18
Nuclear,26.0,33.0,47.0,0.0,0.0,106,2020-07-18
Coal,538.0,1074.0,365.0,454.0,6.0,2437,2020-07-19
Lignite,19.0,15.0,22.0,0.0,0.0,55,2020-07-19
Hydro,344.0,22.0,80.0,147.0,28.0,621,2020-07-19
Nuclear,26.0,33.0,47.0,0.0,0.0,106,2020-07-19
"RES (Wind, Solar, Biomass & Others)",88.0,122.0,151.0,4.0,0.0,365,2020-07-19
Total,1051.0,1312.0,684.0,604.0,58.0,3709,2020-07-19
"Gas, Naptha & Diesel",35.0,46.0,19.0,0.0,23.0,124,2020-07-19
Total,1037.0,1309.0,684.0,569.0,59.0,3657,2020-07-20
"RES (Wind, Solar, Biomass & Others)",111.0,139.0,148.0,4.0,0.0,403,2020-07-20
"Gas, Naptha & Diesel",34.0,48.0,17.0,0.0,22.0,121,2020-07-20
Coal,501.0,1048.0,346.0,433.0,7.0,2335,2020-07-20
Lignite,17.0,15.0,23.0,0.0,0.0,56,2020-07-20
Hydro,346.0,26.0,102.0,132.0,31.0,636,2020-07-20
Nuclear,26.0,33.0,47.0,0.0,0.0,106,2020-07-20
Total,963.0,1264.0,699.0,549.0,56.0,3532,2020-07-21
Nuclear,27.0,33.0,33.0,0.0,0.0,92,2020-07-21
Coal,455.0,1027.0,363.0,408.0,3.0,2255,2020-07-21
Lignite,17.0,15.0,26.0,0.0,0.0,59,2020-07-21
Hydro,344.0,23.0,111.0,137.0,30.0,645,2020-07-21
"RES (Wind, Solar, Biomass & Others)",100.0,118.0,150.0,4.0,0.0,371,2020-07-21
"Gas, Naptha & Diesel",21.0,49.0,17.0,0.0,23.0,109,2020-07-21
Nuclear,26.0,33.0,22.0,0.0,0.0,82,2020-07-23
Hydro,336.0,21.0,122.0,132.0,30.0,642,2020-07-23
Lignite,18.0,14.0,24.0,0.0,0.0,55,2020-07-23
Total,989.0,1343.0,713.0,595.0,62.0,3702,2020-07-23
Coal,492.0,1109.0,415.0,459.0,7.0,2481,2020-07-23
"Gas, Naptha & Diesel",19.0,75.0,15.0,0.0,25.0,134,2020-07-23
"RES (Wind, Solar, Biomass & Others)",98.0,92.0,115.0,4.0,0.0,309,2020-07-23
Nuclear,26.0,33.0,19.0,0.0,0.0,79,2020-07-24
"Gas, Naptha & Diesel",23.0,82.0,16.0,0.0,25.0,146,2020-07-24
Lignite,18.0,14.0,22.0,0.0,0.0,53,2020-07-24
Hydro,331.0,22.0,105.0,137.0,29.0,626,2020-07-24
"RES (Wind, Solar, Biomass & Others)",78.0,70.0,152.0,4.0,0.0,304,2020-07-24
Coal,520.0,1126.0,408.0,464.0,7.0,2525,2020-07-24
Total,997.0,1346.0,723.0,606.0,61.0,3733,2020-07-24
Hydro,342.0,25.0,98.0,139.0,29.0,632,2020-07-25
Nuclear,27.0,33.0,19.0,0.0,0.0,79,2020-07-25
Coal,532.0,1118.0,408.0,464.0,7.0,2529,2020-07-25
Total,1014.0,1306.0,748.0,607.0,62.0,3737,2020-07-25
"RES (Wind, Solar, Biomass & Others)",65.0,42.0,181.0,4.0,0.0,292,2020-07-25
"Gas, Naptha & Diesel",30.0,76.0,14.0,0.0,26.0,146,2020-07-25
Lignite,19.0,13.0,27.0,0.0,0.0,59,2020-07-25
"Gas, Naptha & Diesel",35.0,67.0,14.0,0.0,24.0,141,2020-07-26
Total,1038.0,1284.0,714.0,623.0,59.0,3717,2020-07-26
Hydro,348.0,23.0,72.0,143.0,27.0,612,2020-07-26
Lignite,17.0,13.0,21.0,0.0,0.0,51,2020-07-26
Coal,547.0,1081.0,370.0,476.0,7.0,2481,2020-07-26
Nuclear,26.0,33.0,23.0,0.0,0.0,82,2020-07-26
"RES (Wind, Solar, Biomass & Others)",64.0,68.0,214.0,4.0,0.0,350,2020-07-26
"RES (Wind, Solar, Biomass & Others)",88.0,95.0,249.0,4.0,0.0,436,2020-07-27
Coal,578.0,1141.0,401.0,493.0,7.0,2621,2020-07-27
Lignite,17.0,15.0,21.0,0.0,0.0,52,2020-07-27
Hydro,355.0,25.0,95.0,141.0,28.0,644,2020-07-27
Nuclear,26.0,33.0,24.0,0.0,0.0,83,2020-07-27
"Gas, Naptha & Diesel",37.0,74.0,14.0,0.0,26.0,151,2020-07-27
Total,1100.0,1382.0,805.0,639.0,62.0,3986,2020-07-27
Coal,584.0,1155.0,422.0,500.0,8.0,2669,2020-07-28
Lignite,19.0,16.0,24.0,0.0,0.0,59,2020-07-28
Hydro,352.0,28.0,102.0,131.0,31.0,643,2020-07-28
Nuclear,26.0,33.0,24.0,0.0,0.0,83,2020-07-28
"Gas, Naptha & Diesel",38.0,77.0,14.0,0.0,26.0,155,2020-07-28
"RES (Wind, Solar, Biomass & Others)",113.0,119.0,195.0,4.0,0.0,432,2020-07-28
Total,1132.0,1428.0,781.0,636.0,64.0,4041,2020-07-28
"RES (Wind, Solar, Biomass & Others)",103.0,97.0,201.0,4.0,0.0,406,2020-07-29
Lignite,17.0,16.0,18.0,0.0,0.0,51,2020-07-29
Coal,559.0,1145.0,412.0,481.0,7.0,2603,2020-07-29
Hydro,348.0,23.0,87.0,139.0,31.0,628,2020-07-29
"Gas, Naptha & Diesel",38.0,78.0,12.0,0.0,24.0,152,2020-07-29
Total,1091.0,1391.0,754.0,625.0,61.0,3923,2020-07-29
Nuclear,26.0,33.0,24.0,0.0,0.0,83,2020-07-29
Lignite,19.0,14.0,17.0,0.0,0.0,50,2020-07-30
Hydro,345.0,25.0,90.0,143.0,31.0,635,2020-07-30
Coal,521.0,1128.0,403.0,478.0,7.0,2535,2020-07-30
Nuclear,21.0,33.0,24.0,0.0,0.0,78,2020-07-30
"Gas, Naptha & Diesel",33.0,106.0,12.0,0.0,24.0,175,2020-07-30
"RES (Wind, Solar, Biomass & Others)",74.0,49.0,229.0,4.0,0.0,356,2020-07-30
Total,1014.0,1354.0,774.0,625.0,61.0,3829,2020-07-30
Total,1022.0,1360.0,806.0,647.0,61.0,3897,2020-07-31
"Gas, Naptha & Diesel",32.0,101.0,12.0,0.0,24.0,168,2020-07-31
Nuclear,21.0,33.0,24.0,0.0,0.0,79,2020-07-31
Hydro,348.0,14.0,90.0,146.0,30.0,628,2020-07-31
Lignite,17.0,13.0,17.0,0.0,0.0,47,2020-07-31
Coal,537.0,1150.0,423.0,497.0,6.0,2613,2020-07-31
"RES (Wind, Solar, Biomass & Others)",67.0,50.0,240.0,5.0,0.0,361,2020-07-31
Lignite,17.0,13.0,17.0,0.0,0.0,47,2020-08-01
Hydro,351.0,21.0,86.0,142.0,31.0,631,2020-08-01
Nuclear,22.0,33.0,24.0,0.0,0.0,79,2020-08-01
Coal,510.0,1143.0,394.0,492.0,7.0,2545,2020-08-01
"RES (Wind, Solar, Biomass & Others)",69.0,48.0,252.0,4.0,0.0,373,2020-08-01
"Gas, Naptha & Diesel",36.0,71.0,12.0,0.0,26.0,145,2020-08-01
Total,1004.0,1330.0,785.0,638.0,63.0,3820,2020-08-01
Total,1054.0,1294.0,775.0,592.0,63.0,3777,2020-08-03
"Gas, Naptha & Diesel",41.0,49.0,13.0,0.0,25.0,128,2020-08-03
Hydro,356.0,21.0,73.0,140.0,30.0,621,2020-08-03
Nuclear,21.0,33.0,23.0,0.0,0.0,77,2020-08-03
Lignite,17.0,10.0,20.0,0.0,0.0,47,2020-08-03
Coal,513.0,1084.0,338.0,447.0,7.0,2388,2020-08-03
"RES (Wind, Solar, Biomass & Others)",106.0,98.0,308.0,4.0,0.0,516,2020-08-03
"RES (Wind, Solar, Biomass & Others)",90.0,120.0,307.0,4.0,0.0,522,2020-08-04
Total,1049.0,1294.0,790.0,588.0,60.0,3781,2020-08-04
Nuclear,21.0,33.0,36.0,0.0,0.0,90,2020-08-04
Hydro,357.0,25.0,89.0,147.0,28.0,646,2020-08-04
Lignite,20.0,13.0,20.0,0.0,0.0,53,2020-08-04
Coal,531.0,1045.0,326.0,436.0,6.0,2344,2020-08-04
"Gas, Naptha & Diesel",30.0,58.0,13.0,0.0,26.0,127,2020-08-04
Coal,544.0,1056.0,298.0,419.0,6.0,2323,2020-08-05
Lignite,22.0,13.0,20.0,0.0,0.0,55,2020-08-05
Hydro,354.0,26.0,109.0,141.0,28.0,658,2020-08-05
Nuclear,21.0,32.0,46.0,0.0,0.0,99,2020-08-05
"RES (Wind, Solar, Biomass & Others)",66.0,91.0,295.0,4.0,0.0,456,2020-08-05
Total,1038.0,1289.0,781.0,565.0,56.0,3729,2020-08-05
"Gas, Naptha & Diesel",31.0,71.0,13.0,0.0,22.0,138,2020-08-05
Total,1048.0,1333.0,874.0,573.0,52.0,3879,2020-08-07
"RES (Wind, Solar, Biomass & Others)",60.0,140.0,331.0,5.0,0.0,535,2020-08-07
Coal,548.0,1064.0,332.0,434.0,7.0,2385,2020-08-07
Hydro,362.0,30.0,127.0,135.0,26.0,679,2020-08-07
Lignite,20.0,8.0,23.0,0.0,0.0,51,2020-08-07
Nuclear,21.0,33.0,47.0,0.0,0.0,102,2020-08-07
"Gas, Naptha & Diesel",36.0,58.0,13.0,0.0,18.0,126,2020-08-07
Lignite,22.0,9.0,28.0,0.0,0.0,58,2020-08-08
Coal,568.0,1069.0,354.0,441.0,7.0,2439,2020-08-08
"RES (Wind, Solar, Biomass & Others)",59.0,175.0,313.0,5.0,0.0,552,2020-08-08
"Gas, Naptha & Diesel",45.0,54.0,13.0,0.0,21.0,133,2020-08-08
Nuclear,21.0,33.0,48.0,0.0,0.0,102,2020-08-08
Hydro,359.0,25.0,123.0,139.0,26.0,671,2020-08-08
Total,1074.0,1365.0,878.0,585.0,53.0,3955,2020-08-08
Coal,533.0,1062.0,325.0,435.0,7.0,2362,2020-08-09
Lignite,24.0,9.0,30.0,0.0,0.0,62,2020-08-09
Hydro,348.0,22.0,111.0,146.0,25.0,652,2020-08-09
Nuclear,21.0,33.0,48.0,0.0,0.0,102,2020-08-09
"Gas, Naptha & Diesel",45.0,54.0,14.0,0.0,25.0,137,2020-08-09
"RES (Wind, Solar, Biomass & Others)",67.0,144.0,249.0,4.0,0.0,466,2020-08-09
Total,1038.0,1324.0,777.0,585.0,56.0,3780,2020-08-09
Total,1032.0,1337.0,777.0,575.0,58.0,3779,2020-08-10
"RES (Wind, Solar, Biomass & Others)",69.0,106.0,266.0,5.0,0.0,446,2020-08-10
Coal,523.0,1087.0,300.0,425.0,7.0,2342,2020-08-10
Lignite,21.0,10.0,30.0,0.0,0.0,60,2020-08-10
"Gas, Naptha & Diesel",43.0,69.0,14.0,0.0,24.0,150,2020-08-10
Nuclear,22.0,32.0,47.0,0.0,0.0,101,2020-08-10
Hydro,354.0,34.0,119.0,146.0,27.0,680,2020-08-10
Nuclear,22.0,32.0,47.0,0.0,0.0,101,2020-08-11
"RES (Wind, Solar, Biomass & Others)",74.0,133.0,320.0,5.0,0.0,531,2020-08-11
"Gas, Naptha & Diesel",44.0,72.0,15.0,0.0,23.0,155,2020-08-11
Hydro,346.0,21.0,114.0,150.0,30.0,661,2020-08-11
Lignite,20.0,8.0,25.0,0.0,0.0,53,2020-08-11
Coal,515.0,1029.0,318.0,419.0,7.0,2288,2020-08-11
Total,1020.0,1294.0,841.0,574.0,61.0,3789,2020-08-11
Coal,486.0,955.0,301.0,401.0,7.0,2149,2020-08-12
Lignite,20.0,9.0,27.0,0.0,0.0,56,2020-08-12
Hydro,336.0,19.0,117.0,143.0,31.0,645,2020-08-12
Nuclear,21.0,32.0,48.0,0.0,0.0,101,2020-08-12
"Gas, Naptha & Diesel",45.0,51.0,14.0,0.0,23.0,134,2020-08-12
"RES (Wind, Solar, Biomass & Others)",105.0,197.0,317.0,4.0,0.0,623,2020-08-12
Total,1014.0,1263.0,823.0,548.0,61.0,3708,2020-08-12
Coal,470.0,911.0,302.0,403.0,6.0,2094,2020-08-13
Nuclear,22.0,32.0,47.0,0.0,0.0,101,2020-08-13
"Gas, Naptha & Diesel",24.0,39.0,16.0,0.0,24.0,103,2020-08-13
Total,972.0,1223.0,793.0,549.0,59.0,3596,2020-08-13
Lignite,23.0,10.0,26.0,0.0,0.0,59,2020-08-13
"RES (Wind, Solar, Biomass & Others)",93.0,209.0,279.0,4.0,0.0,585,2020-08-13
Hydro,340.0,22.0,123.0,141.0,28.0,654,2020-08-13
Coal,476.0,934.0,300.0,414.0,7.0,2130,2020-08-14
"RES (Wind, Solar, Biomass & Others)",74.0,152.0,303.0,5.0,0.0,533,2020-08-14
"Gas, Naptha & Diesel",24.0,68.0,15.0,0.0,24.0,131,2020-08-14
Nuclear,22.0,31.0,47.0,0.0,0.0,101,2020-08-14
Hydro,346.0,27.0,115.0,145.0,27.0,660,2020-08-14
Total,969.0,1222.0,806.0,563.0,57.0,3619,2020-08-14
Lignite,27.0,11.0,26.0,0.0,0.0,64,2020-08-14
Hydro,354.0,30.0,108.0,136.0,26.0,653,2020-08-15
Lignite,27.0,10.0,25.0,0.0,0.0,63,2020-08-15
Coal,482.0,900.0,274.0,401.0,4.0,2060,2020-08-15
Nuclear,22.0,32.0,41.0,0.0,0.0,94,2020-08-15
Total,980.0,1171.0,734.0,541.0,53.0,3479,2020-08-15
"RES (Wind, Solar, Biomass & Others)",66.0,140.0,272.0,5.0,0.0,483,2020-08-15
"Gas, Naptha & Diesel",29.0,60.0,15.0,0.0,23.0,127,2020-08-15
"Gas, Naptha & Diesel",36.0,56.0,15.0,0.0,24.0,131,2020-08-16
Hydro,349.0,32.0,113.0,140.0,26.0,661,2020-08-16
"RES (Wind, Solar, Biomass & Others)",67.0,142.0,238.0,4.0,0.0,452,2020-08-16
Lignite,25.0,10.0,25.0,0.0,0.0,59,2020-08-16
Coal,483.0,887.0,261.0,382.0,3.0,2016,2020-08-16
Total,982.0,1158.0,698.0,526.0,53.0,3418,2020-08-16
Nuclear,21.0,31.0,47.0,0.0,0.0,100,2020-08-16
Coal,506.0,982.0,291.0,436.0,4.0,2219,2020-08-17
"Gas, Naptha & Diesel",40.0,64.0,14.0,0.0,26.0,143,2020-08-17
Hydro,348.0,36.0,125.0,139.0,27.0,675,2020-08-17
Nuclear,21.0,32.0,47.0,0.0,0.0,100,2020-08-17
"RES (Wind, Solar, Biomass & Others)",72.0,136.0,259.0,4.0,0.0,471,2020-08-17
Total,1014.0,1260.0,759.0,579.0,56.0,3669,2020-08-17
Lignite,27.0,10.0,24.0,0.0,0.0,61,2020-08-17
Nuclear,21.0,32.0,47.0,0.0,0.0,100,2020-08-18
"Gas, Naptha & Diesel",41.0,70.0,12.0,0.0,23.0,146,2020-08-18
"RES (Wind, Solar, Biomass & Others)",79.0,126.0,285.0,5.0,0.0,495,2020-08-18
Total,1019.0,1258.0,774.0,597.0,55.0,3702,2020-08-18
Coal,507.0,983.0,286.0,453.0,3.0,2233,2020-08-18
Lignite,27.0,11.0,22.0,0.0,0.0,60,2020-08-18
Hydro,345.0,35.0,121.0,139.0,28.0,668,2020-08-18
Hydro,330.0,36.0,136.0,142.0,25.0,670,2020-08-19
Coal,448.0,933.0,318.0,419.0,7.0,2126,2020-08-19
Total,959.0,1219.0,786.0,566.0,56.0,3587,2020-08-19
Nuclear,21.0,32.0,47.0,0.0,0.0,100,2020-08-19
"RES (Wind, Solar, Biomass & Others)",99.0,141.0,249.0,5.0,0.0,493,2020-08-19
"Gas, Naptha & Diesel",39.0,65.0,13.0,0.0,24.0,141,2020-08-19
Lignite,23.0,12.0,22.0,0.0,0.0,57,2020-08-19
Coal,410.0,956.0,310.0,396.0,7.0,2078,2020-08-20
Hydro,322.0,38.0,136.0,138.0,25.0,659,2020-08-20
Nuclear,21.0,32.0,48.0,0.0,0.0,101,2020-08-20
Lignite,24.0,13.0,21.0,0.0,0.0,57,2020-08-20
Total,877.0,1205.0,772.0,538.0,57.0,3448,2020-08-20
"Gas, Naptha & Diesel",34.0,57.0,15.0,0.0,25.0,130,2020-08-20
"RES (Wind, Solar, Biomass & Others)",66.0,110.0,243.0,4.0,0.0,423,2020-08-20
"RES (Wind, Solar, Biomass & Others)",55.0,87.0,241.0,4.0,0.0,388,2020-08-21
"Gas, Naptha & Diesel",37.0,60.0,15.0,0.0,25.0,137,2020-08-21
Nuclear,21.0,32.0,47.0,0.0,0.0,101,2020-08-21
Hydro,325.0,35.0,127.0,142.0,24.0,653,2020-08-21
Total,865.0,1185.0,778.0,543.0,57.0,3428,2020-08-21
Lignite,25.0,12.0,23.0,0.0,0.0,60,2020-08-21
Coal,402.0,960.0,325.0,397.0,7.0,2090,2020-08-21
Coal,410.0,923.0,334.0,404.0,7.0,2077,2020-08-22
Lignite,24.0,9.0,22.0,0.0,0.0,55,2020-08-22
Hydro,317.0,53.0,125.0,148.0,26.0,668,2020-08-22
Nuclear,24.0,32.0,48.0,0.0,0.0,104,2020-08-22
"Gas, Naptha & Diesel",34.0,49.0,13.0,0.0,25.0,122,2020-08-22
"RES (Wind, Solar, Biomass & Others)",72.0,121.0,210.0,4.0,0.0,407,2020-08-22
